State,Median Income,Medicare spending per patient,Skilled Nursing Facility,Weighted Efficiency Domain Score,spending
KS,326.9152564,0.439177239,1.980251377,0.602647723,low
KS,299.9735898,0.439177239,1.980251377,0.602647723,low
KS,407.8235898,0.439177239,1.980251377,0.602647723,low
KS,364.1902564,0.439177239,1.980251377,0.602647723,low
KS,347.1735898,0.439177239,1.980251377,0.602647723,low
KS,302.5152564,0.439177239,1.980251377,0.602647723,low
KS,861.0235898,0.439177239,1.980251377,0.602647723,low
KY,539.9985898,0.607654475,1.983767682,0.778900939,medium
KY,284.0152564,0.594861749,1.486895289,2.336702817,medium
KY,325.2485898,0.594861749,2.726284853,1.557801878,medium
KY,260.5902564,0.601258112,2.27872751,0.389450469,medium
KY,302.5985898,0.620447201,2.064718802,0.389450469,medium
KY,297.6569231,0.633239927,2.391314701,0,medium
KY,297.9902564,0.588465387,1.633909967,1.947252347,medium
KY,396.6652564,0.633239927,2.446212587,0.389450469,medium
KY,287.8735898,0.652429015,2.293615073,0.778900939,medium
KY,434.2402564,0.652429015,4.593743454,1.168351408,medium
KY,307.5319231,0.626843564,2.984025776,0,medium
KY,289.7152564,0.594861749,1.905607979,1.947252347,medium
KY,318.7819231,0.646032653,3.095682494,0,medium
KY,198.3652564,0.607654475,2.706744928,0.778900939,medium
KY,234.2652564,0.537294483,1.134246156,3.505054225,low
KY,319.5985898,0.607654475,3.641869937,2.336702817,medium
KY,376.2819231,0.575672661,3.198964957,1.947252347,medium
KY,298.7569231,0.601258112,1.948409721,1.168351408,medium
KY,255.8235898,0.63963629,1.151925136,0,medium
KY,569.5652564,0.665221741,1.873971909,0,medium
KY,302.5985898,0.588465387,2.525302762,1.947252347,medium
KY,379.8152564,0.607654475,2.458308731,0.778900939,medium
KY,151.2485898,0.633239927,2.476918184,0.389450469,medium
KY,180.5235898,0.607654475,2.114964325,1.168351408,medium
KY,290.1735898,0.607654475,1.407805114,1.168351408,medium
KY,497.2402564,0.652429015,2.224760097,0,medium
KY,276.5402564,0.537294483,1.222641057,4.381317781,low
KY,361.3819231,0.620447201,2.604392937,1.168351408,medium
KY,348.4569231,0.665221741,3.665131753,0,medium
KY,234.2069231,0.582069024,1.473868672,1.557801878,medium
KY,317.8402564,0.658825378,3.426000283,0,medium
KY,249.5485898,0.607654475,2.150322285,1.168351408,medium
KY,359.5652564,0.671618104,3.240836227,0,medium
KY,317.0819231,0.63963629,3.508812349,0,medium
KY,292.6069231,0.620447201,3.545100782,0.778900939,medium
KY,385.9680787,0.63963629,1.702764942,0,medium
KY,300.5902564,0.594861749,1.674850763,1.168351408,medium
KY,285.3652564,0.63963629,3.398086104,0.389450469,medium
KY,246.4069231,0.594861749,3.284568441,1.557801878,medium
KY,332.5152564,0.626843564,3.707003022,0.778900939,medium
KY,263.6735898,0.620447201,2.093563454,0.602647723,medium
KY,288.2902564,0.658825378,3.367380506,0,medium
KY,151.2485898,0.63963629,2.968207741,0,medium
KY,398.6985898,0.575672661,2.620210972,1.947252347,medium
KY,329.5069231,0.601258112,1.815352133,1.557801878,medium
KY,283.0485898,0.569276298,3.03799319,2.434065434,medium
KY,520.4902564,0.646032653,3.830755884,0.389450469,medium
KY,328.1735898,0.607654475,2.139156613,0.778900939,medium
KY,478.2652564,0.671618104,2.006099025,0,medium
KY,328.1735898,0.620447201,2.710466818,0.389450469,medium
KY,240.9485898,0.550087209,1.464563945,3.894504694,medium
KY,448.9819231,0.658825378,2.954250652,0.602647723,medium
KY,267.9902564,0.68441083,3.771205635,2.336702817,medium
KY,280.7069231,0.646032653,4.015919941,0,medium
KY,266.3485898,0.671618104,3.241766699,0,medium
KY,468.3985898,0.646032653,2.921684109,0.389450469,medium
KY,415.4402564,0.626843564,3.67815837,0.778900939,medium
KY,249.6319231,0.588465387,1.192865932,1.557801878,medium
KY,585.6985898,0.633239927,3.606511976,0.389450469,medium
KY,385.9680787,0.63963629,2.227551515,0,medium
KY,535.2819231,0.626843564,3.444609736,0,medium
KY,180.2985898,0.588465387,2.13450425,2.336702817,medium
KY,151.2485898,0.63963629,2.455517313,0,medium
KY,610.1819231,0.620447201,2.153113703,0.389450469,medium
KY,243.4485898,0.665221741,3.984283871,0.486813087,medium
KY,242.5652564,0.439177239,1.980251377,0.602647723,low
KY,380.4485898,0.439177239,1.980251377,0.602647723,low
KY,354.5485898,0.439177239,1.980251377,0.602647723,low
KY,243.4485898,0.439177239,1.980251377,0.602647723,low
KY,347.2235898,0.439177239,1.980251377,0.602647723,low
KY,234.1652564,0.439177239,1.980251377,0.602647723,low
KY,493.9985898,0.439177239,1.980251377,0.602647723,low
KY,217.8985898,0.439177239,1.980251377,0.602647723,low
KY,307.2985898,0.439177239,1.980251377,0.602647723,low
KY,331.6902564,0.439177239,1.980251377,0.602647723,low
KY,377.9902564,0.439177239,1.980251377,0.602647723,low
KY,243.9485898,0.439177239,1.980251377,0.602647723,low
KY,273.5902564,0.439177239,1.980251377,0.602647723,low
KY,251.3902564,0.439177239,1.980251377,0.602647723,low
KY,235.2819231,0.439177239,1.980251377,0.602647723,low
KY,385.9680787,0.439177239,1.980251377,0.602647723,low
KY,308.1069231,0.439177239,1.980251377,0.602647723,low
KY,244.8735898,0.439177239,1.980251377,0.602647723,low
KY,217.7985898,0.439177239,1.980251377,0.602647723,low
KY,285.8819231,0.439177239,1.980251377,0.602647723,low
KY,301.7402564,0.439177239,1.980251377,0.602647723,low
KY,294.7402564,0.439177239,1.980251377,0.602647723,low
KY,307.5819231,0.439177239,1.980251377,0.602647723,low
KY,358.8819231,0.439177239,1.980251377,0.602647723,low
KY,179.2069231,0.439177239,1.980251377,0.602647723,low
KY,350.7902564,0.439177239,1.980251377,0.602647723,low
KY,244.8402564,0.439177239,1.980251377,0.602647723,low
KY,210.8235898,0.439177239,1.980251377,0.602647723,low
LA,580.6652564,0.646032653,1.898164198,0,medium
LA,454.3402564,0.633239927,1.3538377,1.112715627,medium
LA,402.3069231,0.633239927,1.584594916,0.778900939,medium
LA,238.5069231,0.607654475,0.641095653,1.168351408,medium
LA,357.0652564,0.607654475,0.35171866,3.894504694,medium
LA,261.0235898,0.754770822,2.718841072,0,medium
LA,581.3819231,0.626843564,1.662754619,0.389450469,medium
LA,383.1735898,0.607654475,0.714602992,2.781789067,medium
LA,208.3235898,0.588465387,0.368467168,2.336702817,medium
LA,396.3735898,0.652429015,1.615300514,0,medium
LA,372.1485898,0.68441083,2.435977388,0,medium
LA,354.9902564,0.722789007,1.497130488,0,medium
LA,249.6152564,0.703599919,3.014731373,0,medium
LA,280.3402564,0.665221741,1.853501511,0,medium
LA,528.6652564,0.671618104,2.074954001,1.168351408,medium
LA,249.6985898,0.825130814,3.317134983,0,high
LA,280.3402564,0.678014467,1.841405367,0,medium
LA,231.5319231,0.665221741,1.317549267,0,medium
LA,330.9569231,0.646032653,3.356214835,0.389450469,medium
LA,351.5319231,0.614050838,1.591108225,0.778900939,medium
LA,385.7569231,0.665221741,1.945618303,0.389450469,medium
LA,488.8735898,0.646032653,1.369655735,0.389450469,medium
LA,456.9069231,0.68441083,2.404341318,0,medium
LA,273.3069231,0.658825378,2.092632981,0.389450469,medium
LA,510.9069231,0.665221741,1.921426014,0,medium
LA,442.7235898,0.646032653,1.842335839,0,medium
LA,358.0319231,0.594861749,1.644145166,1.557801878,medium
LA,289.0735898,0.646032653,2.363400521,0,medium
LA,385.9680787,0.72918537,1.527836085,0,medium
LA,231.5319231,0.633239927,1.819074023,0.778900939,medium
LA,488.0152564,0.652429015,1.700903997,0.389450469,medium
LA,329.1319231,0.63963629,2.047039822,0.389450469,medium
LA,584.7652564,0.646032653,1.228223893,2.781789067,medium
LA,271.9485898,0.665221741,3.561849289,0,medium
LA,283.7402564,0.722789007,2.957042069,0,medium
LA,241.2069231,0.671618104,2.663012713,0.486813087,medium
LA,259.9735898,0.786752636,4.429980268,0.973626174,high
LA,157.4319231,0.614050838,1.752079993,1.168351408,medium
LA,240.3652564,0.716392644,4.551872185,0,medium
LA,515.0069231,0.690807193,1.907468925,0,medium
LA,277.5819231,0.614050838,3.198964957,0,medium
LA,157.4319231,0.697203556,2.206150644,0,medium
LA,237.6069231,0.818734451,4.659807012,0,high
LA,248.3569231,0.754770822,2.478779129,0,medium
LA,209.2402564,0.63963629,2.947737343,0.973626174,medium
LA,411.7485898,0.658825378,2.396897536,0,medium
LA,683.7735898,0.569276298,0.002791418,1.557801878,medium
LA,335.2985898,0.537294483,1.728818177,0.602647723,low
LA,259.0319231,0.735581733,4.176891709,0,medium
LA,315.0485898,0.709996282,2.954250652,0,medium
LA,315.1902564,0.607654475,3.750735237,1.557801878,medium
LA,491.0069231,0.633239927,2.191263082,0,medium
LA,306.5152564,0.607654475,2.740241943,1.557801878,medium
LA,429.2902564,0.690807193,2.131712832,0,medium
LA,287.1985898,0.68441083,1.524114194,0.389450469,medium
LA,284.8569231,0.709996282,2.161487957,0,medium
LA,440.9235898,0.735581733,4.807752163,0,medium
LA,238.5069231,0.620447201,1.046781727,0.778900939,medium
LA,510.9069231,0.671618104,2.350373904,0.778900939,medium
LA,326.6735898,0.582069024,0.786249386,2.726153286,medium
LA,331.9485898,0.658825378,2.208011589,0,medium
LA,331.9485898,0.556483572,1.482242925,3.894504694,medium
LA,330.3985898,0.439177239,1.980251377,0.602647723,low
LA,522.4819231,0.582069024,0.831842546,2.225431254,medium
LA,431.9985898,0.68441083,1.660893673,0.389450469,medium
LA,576.4152564,0.652429015,2.107520544,0.602647723,medium
LA,357.0652564,0.652429015,1.230084838,0.389450469,medium
LA,108.6152564,0.614050838,1.951201139,0.602647723,medium
LA,281.3485898,0.716392644,4.064304518,0,medium
LA,484.4235898,0.741978096,2.546703632,0,medium
LA,581.3819231,0.68441083,0,0.602647723,medium
LA,482.4735898,0.68441083,3.088238713,0,medium
LA,411.7485898,0.569276298,0.777875132,0.602647723,medium
LA,411.7485898,0.626843564,0.961178243,1.66907344,medium
LA,374.0319231,0.614050838,1.109123394,0.778900939,medium
LA,629.0485898,0.439177239,1.980251377,0.602647723,low
LA,515.0069231,0.439177239,1.980251377,0.602647723,low
LA,488.8735898,0.439177239,1.980251377,0.602647723,low
LA,283.7402564,0.735581733,1.622744295,0,medium
LA,515.0069231,0.652429015,0.55921406,0,medium
LA,429.2902564,0.439177239,1.980251377,0.602647723,low
LA,515.0069231,0.63963629,0.608529111,0,medium
LA,629.0485898,0.690807193,0.522925627,0,medium
LA,510.9069231,0.620447201,0.267045649,1.112715627,medium
LA,580.6652564,0.439177239,1.980251377,0.602647723,low
LA,488.8735898,0.620447201,0.19353831,0,medium
LA,474.0069231,0.652429015,1.99028099,0,medium
LA,171.8902564,0.607654475,1.362211954,1.66907344,medium
LA,287.1985898,0.658825378,3.61488623,0,medium
LA,280.3402564,0.633239927,0.450348761,0,medium
LA,354.9902564,0.837923539,0.508968537,0,high
LA,330.3652564,0.439177239,1.980251377,0.602647723,low
LA,436.3652564,0.439177239,1.980251377,0.602647723,low
LA,357.7485898,0.550087209,0.254949505,4.673405633,medium
LA,227.0819231,0.439177239,1.980251377,0.602647723,low
LA,269.0735898,0.439177239,1.980251377,0.602647723,low
LA,369.9902564,0.439177239,1.980251377,0.602647723,low
LA,402.6319231,0.439177239,1.980251377,0.602647723,low
LA,222.8569231,0.439177239,1.980251377,0.602647723,low
LA,427.4985898,0.439177239,1.980251377,0.602647723,low
LA,354.9152564,0.439177239,1.980251377,0.602647723,low
LA,322.4985898,0.439177239,1.980251377,0.602647723,low
LA,135.9319231,0.439177239,1.980251377,0.602647723,low
LA,28.99025644,0.439177239,1.980251377,0.602647723,low
LA,140.5569231,0.439177239,1.980251377,0.602647723,low
LA,363.5902564,0.439177239,1.980251377,0.602647723,low
LA,207.5485898,0.439177239,1.980251377,0.602647723,low
LA,279.6569231,0.439177239,1.980251377,0.602647723,low
LA,359.2152564,0.439177239,1.980251377,0.602647723,low
LA,337.9569231,0.439177239,1.980251377,0.602647723,low
LA,385.2235898,0.439177239,1.980251377,0.602647723,low
LA,420.0069231,0.439177239,1.980251377,0.602647723,low
LA,274.6902564,0.439177239,1.980251377,0.602647723,low
ME,374.9735898,0.607654475,3.693045933,1.168351408,medium
ME,237.2652564,0.626843564,2.884465203,0.778900939,medium
ME,420.6235898,0.63963629,2.308502635,0,medium
ME,306.6569231,0.543690846,1.836753004,2.726153286,low
ME,411.7402564,0.601258112,3.202686848,1.168351408,medium
ME,514.6069231,0.633239927,2.329903506,0,medium
ME,425.5152564,0.594861749,2.333625397,1.557801878,medium
ME,313.0152564,0.614050838,2.432255497,0.778900939,medium
ME,425.5152564,0.620447201,2.785835103,0.556357814,medium
ME,335.2735898,0.569276298,2.303850272,2.726153286,medium
ME,374.9735898,0.658825378,2.440629751,0,medium
ME,313.0152564,0.614050838,3.360867198,0.778900939,medium
ME,321.2735898,0.588465387,2.738380998,1.557801878,medium
ME,267.3402564,0.601258112,3.030549408,1.557801878,medium
ME,360.1985898,0.439177239,2.814679755,0.778900939,low
ME,344.7735898,0.671618104,3.699559241,0,medium
ME,409.5319231,0.569276298,2.580200648,2.336702817,medium
ME,322.7652564,0.562879935,3.751665709,2.726153286,medium
ME,579.6152564,0.575672661,2.674178385,2.336702817,medium
ME,391.7319231,0.439177239,1.980251377,0.602647723,low
ME,340.1735898,0.439177239,1.980251377,0.602647723,low
ME,385.4152564,0.439177239,1.980251377,0.602647723,low
ME,271.2319231,0.439177239,1.980251377,0.602647723,low
ME,533.8069231,0.439177239,1.980251377,0.602647723,low
ME,260.1235898,0.439177239,1.980251377,0.602647723,low
ME,263.1569231,0.439177239,1.980251377,0.602647723,low
ME,299.2319231,0.439177239,1.980251377,0.602647723,low
ME,276.5985898,0.439177239,1.980251377,0.602647723,low
ME,345.3902564,0.439177239,1.980251377,0.602647723,low
ME,353.4985898,0.439177239,1.980251377,0.602647723,low
ME,289.1569231,0.439177239,1.980251377,0.602647723,low
ME,329.1569231,0.439177239,1.980251377,0.602647723,low
ME,333.4569231,0.439177239,1.980251377,0.602647723,low
ME,273.5485898,0.439177239,1.980251377,0.602647723,low
ME,323.7735898,0.439177239,1.980251377,0.602647723,low
MD,474.6735898,0.439177239,1.980251377,0.602647723,low
MD,241.1402564,0.439177239,1.980251377,0.602647723,low
MD,507.1402564,0.439177239,1.980251377,0.602647723,low
MD,661.0735898,0.439177239,1.980251377,0.602647723,low
MD,618.1985898,0.439177239,1.980251377,0.602647723,low
MD,565.1735898,0.439177239,1.980251377,0.602647723,low
MD,130.1235898,0.439177239,1.980251377,0.602647723,low
MD,385.9680787,0.439177239,1.980251377,0.602647723,low
MD,346.8402564,0.439177239,1.980251377,0.602647723,low
MD,308.0735898,0.439177239,1.980251377,0.602647723,low
MD,237.1902564,0.439177239,1.980251377,0.602647723,low
MD,524.6235898,0.439177239,1.980251377,0.602647723,low
MD,531.9152564,0.439177239,1.980251377,0.602647723,low
MD,348.7985898,0.439177239,1.980251377,0.602647723,low
MD,946.8819231,0.439177239,1.980251377,0.602647723,low
MD,420.8235898,0.439177239,1.980251377,0.602647723,low
MD,1099.665256,0.439177239,1.980251377,0.602647723,low
MD,699.1819231,0.439177239,1.980251377,0.602647723,low
MD,343.8735898,0.439177239,1.980251377,0.602647723,low
MD,326.3402564,0.439177239,1.980251377,0.602647723,low
MD,693.4152564,0.439177239,1.980251377,0.602647723,low
MD,419.0402564,0.439177239,1.980251377,0.602647723,low
MD,434.3569231,0.439177239,1.980251377,0.602647723,low
MD,542.1819231,0.439177239,1.980251377,0.602647723,low
MD,608.3652564,0.439177239,1.980251377,0.602647723,low
MD,320.7069231,0.439177239,1.980251377,0.602647723,low
MD,766.0319231,0.439177239,1.980251377,0.602647723,low
MD,517.1402564,0.439177239,1.980251377,0.602647723,low
MD,241.1402564,0.439177239,1.980251377,0.602647723,low
MD,659.3735898,0.439177239,1.980251377,0.602647723,low
MD,595.6569231,0.439177239,1.980251377,0.602647723,low
MD,520.0652564,0.439177239,1.980251377,0.602647723,low
MD,632.3735898,0.439177239,1.980251377,0.602647723,low
MD,360.5235898,0.439177239,1.980251377,0.602647723,low
MD,814.8152564,0.439177239,1.980251377,0.602647723,low
MD,712.9402564,0.439177239,1.980251377,0.602647723,low
MD,574.7402564,0.439177239,1.980251377,0.602647723,low
MD,631.6819231,0.439177239,1.980251377,0.602647723,low
MD,424.5069231,0.439177239,1.980251377,0.602647723,low
MD,876.6985898,0.439177239,1.980251377,0.602647723,low
MD,754.4152564,0.439177239,1.980251377,0.602647723,low
MD,474.4235898,0.439177239,1.980251377,0.602647723,low
MD,799.5319231,0.439177239,1.980251377,0.602647723,low
MD,632.3735898,0.439177239,1.980251377,0.602647723,low
MA,477.3319231,0.678014467,3.791676033,0,medium
MA,567.7235898,0.652429015,3.637217574,0.778900939,medium
MA,561.6485898,0.690807193,4.784490346,0,medium
MA,385.9680787,0.690807193,3.227809609,0,medium
MA,567.7235898,0.652429015,2.956111597,0.778900939,medium
MA,368.4902564,0.658825378,4.088496807,0,medium
MA,400.5735898,0.671618104,4.041042702,0,medium
MA,398.6069231,0.594861749,2.908657492,1.947252347,medium
MA,363.3152564,0.665221741,3.229670555,0,medium
MA,401.6235898,0.633239927,3.025897045,0.778900939,medium
MA,267.5485898,0.658825378,3.418556502,0,medium
MA,296.2402564,0.63963629,3.439957373,0,medium
MA,635.9402564,0.665221741,2.96076396,0.778900939,medium
MA,419.5402564,0.68441083,2.829567317,0,medium
MA,428.0652564,0.63963629,2.161487957,0.389450469,medium
MA,594.6902564,0.665221741,3.368310979,0.389450469,medium
MA,477.6069231,0.665221741,3.38971185,0,medium
MA,439.2819231,0.671618104,3.383198541,0,medium
MA,389.7069231,0.633239927,3.268750406,0.389450469,medium
MA,598.6235898,0.646032653,2.613697663,1.168351408,medium
MA,432.7985898,0.626843564,2.447143059,1.168351408,medium
MA,520.0652564,0.626843564,2.918892691,0.389450469,medium
MA,482.9735898,0.716392644,3.51997802,0,medium
MA,621.6902564,0.652429015,3.492994314,0.389450469,medium
MA,341.8569231,0.569276298,0.035357961,0.602647723,medium
MA,371.7985898,0.63963629,3.06962926,0,medium
MA,479.9819231,0.722789007,3.447401154,0,medium
MA,294.8319231,0.678014467,3.807494068,0,medium
MA,472.0569231,0.697203556,3.557196926,0.778900939,medium
MA,714.0069231,0.709996282,4.650502285,0,medium
MA,581.7402564,0.665221741,2.462030622,0,medium
MA,448.2985898,0.658825378,3.893097551,1.168351408,medium
MA,398.2819231,0.678014467,3.792606506,0,medium
MA,581.7402564,0.646032653,1.058877871,0,medium
MA,402.5485898,0.671618104,3.39343374,0,medium
MA,550.1902564,0.703599919,2.994260975,0,medium
MA,459.0735898,0.652429015,3.240836227,0.778900939,medium
MA,870.7652564,0.620447201,4.442076413,1.168351408,medium
MA,999.1819231,0.633239927,3.887514716,0.778900939,medium
MA,256.0485898,0.678014467,2.931919308,0,medium
MA,239.9485898,0.652429015,2.878882367,0,medium
MA,571.3735898,0.665221741,3.517186602,0,medium
MA,426.9319231,0.620447201,3.302247421,0.778900939,medium
MA,465.5235898,0.68441083,4.345307257,0.389450469,medium
MA,618.3735898,0.665221741,3.679088843,0.778900939,medium
MA,1117.656923,0.63963629,3.595346305,0,medium
MA,1071.215256,0.658825378,3.501368567,0,medium
MA,822.5985898,0.601258112,3.281777023,1.168351408,medium
MA,252.3485898,0.658825378,2.081467309,0,medium
MA,403.9152564,0.658825378,3.703281132,0.389450469,medium
MA,262.0152564,0.665221741,2.6090453,0,medium
MA,579.7985898,0.658825378,3.188729758,0,medium
MA,607.7902564,0.63963629,4.329489222,0.389450469,medium
MA,488.8902564,0.626843564,3.663270808,0,medium
